INFO:root:{'type': 'video', 'url': 'https://www.youtube.com/watch?v=OJ__UCTw5fs', 'blogger_id': 56, 'views': '12342', 'likes': '446', 'dislikes': '11'}
INFO:root:{'description': 'from youtube parser', 'content_id': 30, 'blogger_id': 56, 'long': 'https://www.banggood.com/ru/Emax-Babyhawk-R-RACER-Edition-112mm-F3-Magnum-Mini-5_8G-FPV-Racing-RC-Drone-3S4S-PNPBNF-p-1237259.html?utm_source=Youtube&utm_medium=cussku&utm_campaign=436908_1237259&utm_content=658&p=6Q0405436908201402OK&cur_warehouse=CN', 'short': 'https://goo.gl/SH7gCU', 'clicks': 3512}
INFO:root:{'type': 'video', 'url': 'https://www.youtube.com/watch?v=ieY8geURZA8', 'blogger_id': 56, 'views': '7342', 'likes': '386', 'dislikes': '11'}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fitem%2FMKS-Gen-V1-4-3D-printer-kit-with-MKS-Gen-V1-4-RepRap-Control-board-5PCS%2F32769537124.html%3Fspm%3Da2g0s.9042311.0.0.kTQu5g', 'short': 'https://goo.gl/Pgyz62', 'clicks': 793}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fitem%2FMK8-Extrusion-Gear-1-75MM-or-3MM-for-Reprap-Makerbot-3D-Printer-9-5-11mm%2F32310850947.html', 'short': 'https://goo.gl/N9y3Kd', 'clicks': 551}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/Aluminium-Heat-Block-for-E3D-V6-J-head-3D-Printer-RepRap-Makerbot-MK7-MK8-Extruder/32356646658.html?spm=a2g0s.9042311.0.0.LwJcvf', 'short': 'https://goo.gl/xG1rXy', 'clicks': 542}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/3D-Printer-Pneumatic-Connectors-PC4-01-1-75mm-PTFE-Tube-quick-coupler-j-head-Fittings-Reprap/32361630920.html?spm=a2g0v.10010108.1000016.1.2e195d87aTVJW1&isOrigTitle=true', 'short': 'https://goo.gl/ACFpBc', 'clicks': 381}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/50PCS-Stainless-Steel-E3D-V6-Heat-Break-Hotend-Throat-with-Teflon-Tube-for-1-75-mm/32458393480.html?spm=a2g0s.9042311.0.0.LwJcvf', 'short': 'https://goo.gl/ums9Yi', 'clicks': 384}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://alitems.com/g/1e8d11449462b5baf36616525dc3e8/?ulp=https%3A%2F%2Fru.aliexpress.com%2Fitem%2FPCB-Heatbed-MK2A-with-led-Resistor-and-cable-for-3D-printer-RepRap-RAMPS-1-4-hot%2F32596892035.html', 'short': 'https://goo.gl/DPNPPd', 'clicks': 521}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/1pcs-Optical-Endstop-Light-Control-Limit-Optical-Switch-for-3D-Printers-RAMPS-1-4-with-cable/32602153500.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/gQe1G2', 'clicks': 391}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/3D-Printer-Prusa-Mendel-12v40w-6-20-Cartridge-Heater-Reprap-12V-40W-WITH-100CM-cable-Free/32602560384.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/fDpogb', 'clicks': 384}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/3D-printer-accessories-Ultimaker-2-UM2-spring-fine-print-platform-edging-1-2-15mm-for-UM2/32604418352.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/RUU9dL', 'clicks': 201}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/1M-PTFE-Tube-Teflon-PiPe-to-J-head-hotend-RepRap-Rostock-Bowden-Extruderfor-1-75mm/32612409209.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/xaGaq5', 'clicks': 220}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/Biqu-ptfe-J-hotend-RepRap/32838086682.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/LAauQA', 'clicks': 167}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/new-Hot-15A-250V-Power-switch-AC-power-outlet-with-red-triple-Rocker-Switch-tripod-feet/32615866151.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/9kPpWz', 'clicks': 173}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/Free-Shipping-2Pcs-20-GT2-6-bore-5mm-GT2-Pulley-And-2m-GT2-6mm-Open-GT2/32617898721.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/WsVZnX', 'clicks': 264}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/3D-printer-E3D-V6-V5-J-Head-M6-brass-nozzle-extruder-nozzles-0-2-0-25/32704261538.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/LNyWuA', 'clicks': 205}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/10PCS-Limit-Switch-3-Pin-N-O-N-C-High-quality-All-New-5A-250VAC-KW11/32765260635.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/dg9443', 'clicks': 193}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fitem%2F12V-30A-360W-Switching-power-supply-Driver-For-LED-Light-Strip-Display-AC200-240V-Free-shipping%2F32825830180.html', 'short': 'https://goo.gl/tZVXKJ', 'clicks': 308}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fitem%2FFree-Shipping-3D-printer-4-lead-Nema17-Stepper-Motor-42-motor-Nema-17-motor-42BYGH-1%2F32731011645.html', 'short': 'https://goo.gl/52Yt9b', 'clicks': 419}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fstore%2Fproduct%2FNema17-stepper-motor-with-T8-screw-lead-8mm-300mm-42-motor-42BYGH-mill-cut-cnc-engraving%2F432672_32811387661.html', 'short': 'https://goo.gl/2xMWRs', 'clicks': 407}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/store/product/2-pcs-12mm-linear-shaft-400mm-3d-printer-12mm-x-400mm-Cylinder-Liner-Rail-Linear-Shaft/432672_32796732602.html?spm=a2g0v.12010615.0.0.7c845ff3rZRydS', 'short': 'https://goo.gl/A3LTRm', 'clicks': 293}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fstore%2Fproduct%2F3D-printer-2pcs-lot-LMK12LUU-12mm-Longer-Round-Flanged-Type-Linear-Bushing-Ball-Bearing-CNC-parts%2F432672_32824750842.html%3Fspm%3Da2g0v.12010615.0.0.7c845ff3rZRydS', 'short': 'https://goo.gl/egBJHu', 'clicks': 381}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/10Pcs-F623ZZ-3d-printer-flange-bushing-ball-bearings-3x10x4-mm-Mini-Metal-Double-Shielded-Flanged-Ball/32769319432.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/976q5T', 'clicks': 268}
INFO:root:{'description': 'from youtube parser', 'content_id': 31, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/10Pcs-623ZZ-Bearing-623-ZZ-3x10x4mm-Miniature-Deep-Groove-Ball-Bearing-for-3d-printer-Shielded-Silver/32774170082.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/GwSg3k', 'clicks': 213}
INFO:root:{'type': 'video', 'url': 'https://www.youtube.com/watch?v=Twrf_OZSbrI', 'blogger_id': 56, 'views': '20211', 'likes': '823', 'dislikes': '10'}
INFO:root:{'description': 'from youtube parser', 'content_id': 32, 'blogger_id': 56, 'long': 'https://www.banggood.com/ru/Matek-Systems-F722-STD-STM32F722-Flight-Controller-Built-in-OSD-BMP280-Barometer-Blackbox-for-RC-Drone-p-1225166.html?utm_source=Youtube&utm_medium=cussku&utm_campaign=436908_1225166&utm_content=658&p=6Q0405436908201402OK&cur_warehouse=CN', 'short': 'https://goo.gl/N3Uge3', 'clicks': 1618}
INFO:root:{'description': 'from youtube parser', 'content_id': 32, 'blogger_id': 56, 'long': 'https://www.banggood.com/Matek-F405-OSD-BetaFlight-STM32F405-Flight-Controller-Built-in-OSD-Inverter-for-RC-Multirotor-FPV-Racing-Drone-p-1141282.html?p=6Q0405436908201402OK', 'short': 'https://goo.gl/FffBQr', 'clicks': 1698}
INFO:root:{'description': 'from youtube parser', 'content_id': 32, 'blogger_id': 56, 'long': 'https://www.banggood.com/Matek-FCHUB-6S-Hub-Power-Distribution-Board-5V-10V-BEC-Built-in-184A-Current-Sensor-p-1147591.html?p=6Q0405436908201402OK', 'short': 'https://goo.gl/xG5Kcz', 'clicks': 1212}
INFO:root:{'description': 'from youtube parser', 'content_id': 32, 'blogger_id': 56, 'long': 'https://www.banggood.com/S500-PCB-Frame-Kit-w-Landing-Gear-for-FPV-Gopro-Gimbal-F450-Upgrade-p-953292.html?p=6Q0405436908201402OK', 'short': 'https://goo.gl/sfFQ7T', 'clicks': 822}
INFO:root:{'description': 'from youtube parser', 'content_id': 32, 'blogger_id': 56, 'long': 'https://www.banggood.com/4X-Racerstar-Racing-Edition-2216-BR2216-810KV-2-4S-Brushless-Motor-For-350-380-400-450-Frame-Kit-p-1083207.html?p=6Q0405436908201402OK', 'short': 'https://goo.gl/FTqthw', 'clicks': 1398}
INFO:root:{'description': 'from youtube parser', 'content_id': 32, 'blogger_id': 56, 'long': 'https://www.banggood.com/GEMFAN-1045-Nylon-Propeller-CWCCW-For-RC-Quadcopter-1-Pair-p-954943.html?p=6Q0405436908201402OK', 'short': 'https://goo.gl/CLRbG3', 'clicks': 700}
INFO:root:{'description': 'from youtube parser', 'content_id': 32, 'blogger_id': 56, 'long': 'https://www.banggood.com/Racerstar-RS30A-30A-Blheli_S-OPTO-2-4S-ESC-Support-Oneshot42-Multishot-for-FPV-Racing-p-1063907.html?p=6Q0405436908201402OKN', 'short': 'https://goo.gl/JFoH9w', 'clicks': 1032}
INFO:root:{'description': 'from youtube parser', 'content_id': 32, 'blogger_id': 56, 'long': 'https://www.banggood.com/FVT-LittleBee-30A-ESC-2-6S-BLHeli-Supports-OneShot125-For-RC-Multirotors-p-1029502.html?p=6Q0405436908201402OK', 'short': 'https://goo.gl/qgFvbV', 'clicks': 909}
INFO:root:{'description': 'from youtube parser', 'content_id': 32, 'blogger_id': 56, 'long': 'https://www.banggood.com/Eachine-TX5258-5_8G-72CH-25200500800mW-Switchable-FPV-Transmitter-Support-OSD-Configuring-p-1248768.html?p=6Q0405436908201402OK', 'short': 'https://goo.gl/ovNGe5', 'clicks': 689}
INFO:root:{'type': 'video', 'url': 'https://www.youtube.com/watch?v=oInjtUmVJtM', 'blogger_id': 56, 'views': '13285', 'likes': '817', 'dislikes': '45'}
INFO:root:{'description': 'from youtube parser', 'content_id': 33, 'blogger_id': 56, 'long': 'https://www.banggood.com/Eachine-EV900-5_8G-40CH-HDMI-AR-VR-FPV-Goggles-5-Inch-19201080-HD-Display-Built-in-Battery-p-1270784.html?p=6Q0405436908201402OK', 'short': 'https://goo.gl/deQ3pg', 'clicks': 624}
INFO:root:{'description': 'from youtube parser', 'content_id': 33, 'blogger_id': 56, 'long': 'https://www.banggood.com/Eachine-EV800D-5_8G-40CH-Diversity-FPV-Goggles-5-Inch-800480-Video-Headset-HD-DVR-Build-in-Battery-p-1180354.html?p=6Q0405436908201402OK', 'short': 'https://goo.gl/rJgY9S', 'clicks': 842}
INFO:root:{'type': 'video', 'url': 'https://www.youtube.com/watch?v=v5OFj9opMU8', 'blogger_id': 56, 'views': '8700', 'likes': '496', 'dislikes': '9'}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fitem%2FMKS-Gen-V1-4-3D-printer-kit-with-MKS-Gen-V1-4-RepRap-Control-board-5PCS%2F32769537124.html%3Fspm%3Da2g0s.9042311.0.0.kTQu5g', 'short': 'https://goo.gl/Pgyz62', 'clicks': 793}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fitem%2FMK8-Extrusion-Gear-1-75MM-or-3MM-for-Reprap-Makerbot-3D-Printer-9-5-11mm%2F32310850947.html', 'short': 'https://goo.gl/N9y3Kd', 'clicks': 551}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/Aluminium-Heat-Block-for-E3D-V6-J-head-3D-Printer-RepRap-Makerbot-MK7-MK8-Extruder/32356646658.html?spm=a2g0s.9042311.0.0.LwJcvf', 'short': 'https://goo.gl/xG1rXy', 'clicks': 542}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/3D-Printer-Pneumatic-Connectors-PC4-01-1-75mm-PTFE-Tube-quick-coupler-j-head-Fittings-Reprap/32361630920.html?spm=a2g0v.10010108.1000016.1.2e195d87aTVJW1&isOrigTitle=true', 'short': 'https://goo.gl/ACFpBc', 'clicks': 381}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/50PCS-Stainless-Steel-E3D-V6-Heat-Break-Hotend-Throat-with-Teflon-Tube-for-1-75-mm/32458393480.html?spm=a2g0s.9042311.0.0.LwJcvf', 'short': 'https://goo.gl/ums9Yi', 'clicks': 384}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://alitems.com/g/1e8d11449462b5baf36616525dc3e8/?ulp=https%3A%2F%2Fru.aliexpress.com%2Fitem%2FPCB-Heatbed-MK2A-with-led-Resistor-and-cable-for-3D-printer-RepRap-RAMPS-1-4-hot%2F32596892035.html', 'short': 'https://goo.gl/DPNPPd', 'clicks': 521}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/1pcs-Optical-Endstop-Light-Control-Limit-Optical-Switch-for-3D-Printers-RAMPS-1-4-with-cable/32602153500.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/gQe1G2', 'clicks': 391}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/3D-Printer-Prusa-Mendel-12v40w-6-20-Cartridge-Heater-Reprap-12V-40W-WITH-100CM-cable-Free/32602560384.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/fDpogb', 'clicks': 384}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/3D-printer-accessories-Ultimaker-2-UM2-spring-fine-print-platform-edging-1-2-15mm-for-UM2/32604418352.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/RUU9dL', 'clicks': 201}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/1M-PTFE-Tube-Teflon-PiPe-to-J-head-hotend-RepRap-Rostock-Bowden-Extruderfor-1-75mm/32612409209.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/xaGaq5', 'clicks': 220}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/Biqu-ptfe-J-hotend-RepRap/32838086682.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/LAauQA', 'clicks': 167}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/new-Hot-15A-250V-Power-switch-AC-power-outlet-with-red-triple-Rocker-Switch-tripod-feet/32615866151.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/9kPpWz', 'clicks': 173}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/Free-Shipping-2Pcs-20-GT2-6-bore-5mm-GT2-Pulley-And-2m-GT2-6mm-Open-GT2/32617898721.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/WsVZnX', 'clicks': 264}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/3D-printer-E3D-V6-V5-J-Head-M6-brass-nozzle-extruder-nozzles-0-2-0-25/32704261538.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/LNyWuA', 'clicks': 205}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/10PCS-Limit-Switch-3-Pin-N-O-N-C-High-quality-All-New-5A-250VAC-KW11/32765260635.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/dg9443', 'clicks': 193}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fitem%2F12V-30A-360W-Switching-power-supply-Driver-For-LED-Light-Strip-Display-AC200-240V-Free-shipping%2F32825830180.html', 'short': 'https://goo.gl/tZVXKJ', 'clicks': 308}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fitem%2FFree-Shipping-3D-printer-4-lead-Nema17-Stepper-Motor-42-motor-Nema-17-motor-42BYGH-1%2F32731011645.html', 'short': 'https://goo.gl/52Yt9b', 'clicks': 419}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fstore%2Fproduct%2FNema17-stepper-motor-with-T8-screw-lead-8mm-300mm-42-motor-42BYGH-mill-cut-cnc-engraving%2F432672_32811387661.html', 'short': 'https://goo.gl/2xMWRs', 'clicks': 407}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/store/product/2-pcs-12mm-linear-shaft-400mm-3d-printer-12mm-x-400mm-Cylinder-Liner-Rail-Linear-Shaft/432672_32796732602.html?spm=a2g0v.12010615.0.0.7c845ff3rZRydS', 'short': 'https://goo.gl/A3LTRm', 'clicks': 293}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fstore%2Fproduct%2F3D-printer-2pcs-lot-LMK12LUU-12mm-Longer-Round-Flanged-Type-Linear-Bushing-Ball-Bearing-CNC-parts%2F432672_32824750842.html%3Fspm%3Da2g0v.12010615.0.0.7c845ff3rZRydS', 'short': 'https://goo.gl/egBJHu', 'clicks': 381}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/10Pcs-F623ZZ-3d-printer-flange-bushing-ball-bearings-3x10x4-mm-Mini-Metal-Double-Shielded-Flanged-Ball/32769319432.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/976q5T', 'clicks': 268}
INFO:root:{'description': 'from youtube parser', 'content_id': 34, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/10Pcs-623ZZ-Bearing-623-ZZ-3x10x4mm-Miniature-Deep-Groove-Ball-Bearing-for-3d-printer-Shielded-Silver/32774170082.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/GwSg3k', 'clicks': 213}
INFO:root:{'type': 'video', 'url': 'https://www.youtube.com/watch?v=z8omgoHzq6s', 'blogger_id': 56, 'views': '8750', 'likes': '296', 'dislikes': '16'}
INFO:root:{'description': 'from youtube parser', 'content_id': 35, 'blogger_id': 56, 'long': 'https://www.banggood.com/HB64-64mm-1S-Brushless-RC-FPV-Racing-Drone-BNF-W-F3-OSD-5A-Dshot-25mW-48CH-600TVL-FS-RX2A-Receiver-p-1247915.html?utm_source=Youtube&utm_medium=cussku&utm_campaign=436908_1242422&utm_content=658&p=6Q0405436908201402OK&cur_warehouse=CN', 'short': 'https://goo.gl/BBgnws', 'clicks': 1167}
INFO:root:{'type': 'video', 'url': 'https://www.youtube.com/watch?v=DIjWITFe_Ew', 'blogger_id': 56, 'views': '8577', 'likes': '412', 'dislikes': '13'}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fitem%2FMKS-Gen-V1-4-3D-printer-kit-with-MKS-Gen-V1-4-RepRap-Control-board-5PCS%2F32769537124.html%3Fspm%3Da2g0s.9042311.0.0.kTQu5g', 'short': 'https://goo.gl/Pgyz62', 'clicks': 793}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'http://shopeasy.by/cashback/view/p5ftd8nx13vib7u7lucossg0x7gjkh15/?to=https%3A%2F%2Fru.aliexpress.com%2Fitem%2FMK8-Extrusion-Gear-1-75MM-or-3MM-for-Reprap-Makerbot-3D-Printer-9-5-11mm%2F32310850947.html', 'short': 'https://goo.gl/N9y3Kd', 'clicks': 551}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/Aluminium-Heat-Block-for-E3D-V6-J-head-3D-Printer-RepRap-Makerbot-MK7-MK8-Extruder/32356646658.html?spm=a2g0s.9042311.0.0.LwJcvf', 'short': 'https://goo.gl/xG1rXy', 'clicks': 542}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/3D-Printer-Pneumatic-Connectors-PC4-01-1-75mm-PTFE-Tube-quick-coupler-j-head-Fittings-Reprap/32361630920.html?spm=a2g0v.10010108.1000016.1.2e195d87aTVJW1&isOrigTitle=true', 'short': 'https://goo.gl/ACFpBc', 'clicks': 381}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/50PCS-Stainless-Steel-E3D-V6-Heat-Break-Hotend-Throat-with-Teflon-Tube-for-1-75-mm/32458393480.html?spm=a2g0s.9042311.0.0.LwJcvf', 'short': 'https://goo.gl/ums9Yi', 'clicks': 384}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'https://alitems.com/g/1e8d11449462b5baf36616525dc3e8/?ulp=https%3A%2F%2Fru.aliexpress.com%2Fitem%2FPCB-Heatbed-MK2A-with-led-Resistor-and-cable-for-3D-printer-RepRap-RAMPS-1-4-hot%2F32596892035.html', 'short': 'https://goo.gl/DPNPPd', 'clicks': 521}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/1pcs-Optical-Endstop-Light-Control-Limit-Optical-Switch-for-3D-Printers-RAMPS-1-4-with-cable/32602153500.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/gQe1G2', 'clicks': 391}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/3D-Printer-Prusa-Mendel-12v40w-6-20-Cartridge-Heater-Reprap-12V-40W-WITH-100CM-cable-Free/32602560384.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/fDpogb', 'clicks': 384}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/3D-printer-accessories-Ultimaker-2-UM2-spring-fine-print-platform-edging-1-2-15mm-for-UM2/32604418352.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/RUU9dL', 'clicks': 201}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/1M-PTFE-Tube-Teflon-PiPe-to-J-head-hotend-RepRap-Rostock-Bowden-Extruderfor-1-75mm/32612409209.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/xaGaq5', 'clicks': 220}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/Biqu-ptfe-J-hotend-RepRap/32838086682.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/LAauQA', 'clicks': 167}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/new-Hot-15A-250V-Power-switch-AC-power-outlet-with-red-triple-Rocker-Switch-tripod-feet/32615866151.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/9kPpWz', 'clicks': 173}
INFO:root:{'description': 'from youtube parser', 'content_id': 36, 'blogger_id': 56, 'long': 'https://ru.aliexpress.com/item/Free-Shipping-2Pcs-20-GT2-6-bore-5mm-GT2-Pulley-And-2m-GT2-6mm-Open-GT2/32617898721.html?spm=a2g0s.9042311.0.0.kkT5XU', 'short': 'https://goo.gl/WsVZnX', 'clicks': 264}
